timestamp,timestamp_sample,device_id,pressure,temperature,error_count
200906902,200904810,12084257,100946.35,21.716576,0
201906889,201904800,12084257,100948.79,21.716576,0
202906900,202904789,12084257,100948.18,21.675167,0
203907442,203904780,12084257,100948.03,21.675167,0
204907433,204904769,12084257,100944.98,21.695871,0
205907434,205904759,12084257,100950.164,21.695871,0
206907417,206904749,12084257,100943.45,21.654215,0
207906869,207904739,12084257,100936.28,21.675167,0
208906784,208904729,12084257,100923.46,21.716576,0
209906774,209904719,12084257,100904.54,21.716576,0
211906754,211904699,12084257,100870.055,21.716576,0
212906749,212904689,12084257,100851.74,21.716576,0
213906747,213904680,12084257,100850.83,21.716576,0
214906724,214904669,12084257,100850.52,21.716576,0
215907276,215904659,12084257,100837.71,21.695871,0
216907293,216904649,12084257,100834.195,21.716576,0
217907280,217904640,12084257,100819.55,21.695871,0
218907292,218904629,12084257,100815.734,21.675167,0
219907281,219904620,12084257,100806.43,21.737404,0
220906665,220904611,12084257,100803.22,21.758232,0
221906663,221904600,12084257,100800.78,21.716576,0
222906674,222904613,12084257,100801.086,21.716576,0
223906663,223904598,12084257,100800.17,21.758232,0
224906695,224904616,12084257,100795.29,21.716576,0
225906664,225904598,12084257,100790.1,21.675167,0
226906672,226904611,12084257,100789.8,21.716576,0
227906599,227904539,12084257,100785.83,21.716576,0
228907144,228904529,12084257,100783.84,21.695871,0
229907144,229904519,12084257,100781.71,21.654339,0
230907122,230904509,12084257,100778.05,21.695871,0
231907106,231904509,12084257,100771.02,21.695871,0
232906568,232904510,12084257,100768.43,21.675167,0
234906532,234904474,12084257,100766.91,21.63351,0
236906529,236904474,12084257,100760.195,21.675167,0
237906528,237904474,12084257,100758.97,21.675167,0
238906529,238904474,12084257,100755.31,21.591854,0
239906489,239904434,12084257,100754.7,21.63351,0
240907005,240904409,12084257,100757.14,21.654339,0
241906995,241904399,12084257,100760.5,21.591854,0
242906992,242904389,12084257,100761.414,21.57115,0
243906991,243904379,12084257,100758.36,21.63351,0
244906450,244904394,12084257,100752.56,21.550446,0
245906416,245904361,12084257,100753.48,21.63351,0
246906441,246904386,12084257,100753.17,21.63351,0
247906424,247904369,12084257,100753.48,21.591854,0
248906440,248904384,12084257,100750.43,21.591854,0
249906434,249904378,12084257,100745.55,21.550446,0
250906440,250904386,12084257,100732.42,21.550446,0
251906430,251904368,12084257,100728.76,21.550446,0
252906345,252904290,12084257,100730.59,21.550446,0
253906880,253904283,12084257,100732.58,21.529617,0
254906893,254904282,12084257,100743.87,21.550446,0
255906882,255904282,12084257,100749.82,21.591978,0
257906337,257904282,12084257,100756.23,21.50879,0
258906303,258904247,12084257,100752.87,21.50879,0
259906275,259904220,12084257,100748.29,21.50879,0
260906269,260904211,12084257,100748.59,21.550446,0
261906270,261904199,12084257,100748.59,21.550446,0
262906260,262904189,12084257,100750.43,21.50879,0
263906269,263904212,12084257,100748.9,21.46738,0
264906248,264904170,12084257,100750.734,21.50879,0
265906759,265904160,12084257,100746.914,21.46738,0
266906746,266904150,12084257,100743.87,21.50879,0
267906747,267904139,12084257,100747.836,21.488085,0
268906744,268904130,12084257,100747.53,21.467257,0
269906743,269904121,12084257,100744.625,21.508913,0
270906169,270904110,12084257,100744.016,21.50879,0
271906168,271904100,12084257,100742.49,21.50879,0
272906172,272904090,12084257,100743.71,21.425724,0
273906135,273904080,12084257,100739.44,21.425724,0
274906125,274904070,12084257,100743.1,21.46738,0
275906167,275904081,12084257,100746.46,21.50879,0
276906104,276904050,12084257,100747.68,21.46738,0
277906094,277904040,12084257,100745.55,21.425724,0
278906641,278904030,12084257,100746.305,21.446552,0
280906607,280904010,12084257,100749.2,21.425724,0
281906597,281904000,12084257,100750.43,21.425724,0
282906047,282903993,12084257,100752.87,21.384068,0
283906039,283903980,12084257,100751.95,21.425724,0
284906035,284903972,12084257,100747.984,21.425724,0
285906039,285903960,12084257,100747.375,21.384068,0
286906037,286903951,12084257,100748.9,21.342659,0
287906040,287903940,12084257,100750.734,21.384068,0
288906039,288903930,12084257,100750.734,21.384068,0
289906040,289903920,12084257,100747.984,21.342659,0
290906041,290903924,12084257,100748.29,21.301003,0
291906583,291903920,12084257,100746.16,21.342659,0
292906568,292903920,12084257,100742.8,21.280174,0
293906581,293903920,12084257,100742.95,21.217937,0
294906467,294903869,12084257,100744.78,21.217937,0
295905916,295903860,12084257,100749.2,21.259346,0
296905906,296903851,12084257,100741.88,21.217937,0
298905900,298903844,12084257,100722.05,21.217937,0
299905888,299903820,12084257,100737.305,21.176281,0
300905874,300903810,12084257,100740.055,21.217937,0
301905912,301903845,12084257,100736.39,21.176281,0
302905869,302903798,12084257,100752.56,21.217937,0
303906406,303903792,12084257,100766.76,21.176281,0
304906395,304903798,12084257,100787.66,21.155577,0
305906409,305903797,12084257,100803.22,21.155577,0
306906389,306903792,12084257,100827.33,21.134872,0
307905798,307903739,12084257,100847.17,21.093216,0
308905795,308903737,12084257,100872.195,21.134872,0
309905792,309903737,12084257,100860.9,21.05156,0
310905781,310903709,12084257,100830.99,21.05156,0
311905766,311903701,12084257,100809.02,21.093216,0
312905765,312903701,12084257,100806.58,21.05156,0
313905765,313903701,12084257,100813.6,20.968494,0
314905764,314903701,12084257,100823.37,21.01015,0
315905765,315903700,12084257,100824.586,21.01015,0
316906271,316903662,12084257,100833.586,20.94779,0
317906241,317903639,12084257,100837.71,20.968494,0
318906233,318903629,12084257,100850.984,20.968494,0
319906242,319903619,12084257,100867.01,20.927086,0
320905663,320903609,12084257,100880.125,20.968494,0
321905655,321903599,12084257,100892.64,20.927086,0
322905644,322903589,12084257,100902.41,20.927086,0
323905639,323903579,12084257,100916.445,20.927086,0
324905635,324903569,12084257,100923.46,20.927086,0
325905639,325903559,12084257,100929.87,20.88543,0
326905642,326903549,12084257,100937.805,20.843773,0
327905642,327903539,12084257,100934.445,20.88543,0
328906186,328903529,12084257,100938.57,20.843773,0
329906173,329903519,12084257,100938.414,20.843897,0
330906184,330903509,12084257,100937.805,20.802364,0
331906168,331903499,12084257,100937.195,20.802364,0
332906090,332903489,12084257,100933.836,20.802364,0
333905534,333903479,12084257,100939.33,20.802364,0
334905524,334903469,12084257,100939.02,20.760708,0
335905513,335903459,12084257,100939.33,20.760708,0
336905503,336903449,12084257,100938.11,20.719051,0
337905500,337903439,12084257,100942.38,20.760708,0
339905474,339903419,12084257,100943.91,20.719051,0
340905464,340903409,12084257,100940.25,20.719051,0
341906044,341903400,12084257,100939.18,20.719175,0
342906036,342903389,12084257,100939.79,20.698347,0
343906037,343903387,12084257,100937.66,20.656815,0
344906020,344903369,12084257,100939.02,20.656815,0
345906042,345903359,12084257,100940.09,20.656815,0
346905410,346903349,12084257,100943.91,20.594578,0
347905409,347903339,12084257,100939.02,20.635986,0
348905392,348903329,12084257,100939.63,20.552921,0
349905406,349903319,12084257,100938.72,20.594578,0
350905411,350903309,12084257,100939.33,20.594578,0
351905357,351903302,12084257,100940.86,20.511265,0
352905346,352903289,12084257,100939.94,20.552921,0
353905337,353903279,12084257,100939.94,20.552921,0
354905869,354903269,12084257,100942.08,20.57375,0
355905868,355903260,12084257,100941.164,20.49056,0
356905858,356903258,12084257,100941.62,20.552921,0
357905867,357903264,12084257,100943.6,20.532093,0
358905284,358903229,12084257,100940.86,20.511265,0
359905281,359903226,12084257,100942.69,20.511265,0
